CAMPAIGN_NAME,ASG_GROUPING_TITLE,ARTIST_DISPLAY_NAME,index
Warner Music Global: Ed Sheeran - Bad Habits (Phase 3) [Spain] [New Account],Bad Habits,Ed Sheeran,130914
[Thailand]WrWW - Ed Sheeran - Ed Sheeran - Bad Habits (Phase 3) (TT) - R - 0062L00000VgWVIQA3,Bad Habits,Ed Sheeran,130924
Warner Music Global: Ed Sheeran - Bad Habits (Phase 3) [Thailand] [New Account],Bad Habits,Ed Sheeran,130925
[Indonesia]WrWW - Ed Sheeran - Ed Sheeran - Bad Habits (Phase 3) (TT) - R - 0062L00000VgWVIQA3,One,Ed Sheeran,130934
Warner Music Global: Ed Sheeran - Bad Habits (Phase 3) [Indonesia] [New Account],Bad Habits,Ed Sheeran,130936
Warner Music Global: Ed Sheeran - Bad Habits (Phase 3) [Italy] [New Account],War,Tal,130944
Warner Records: Bella Poarch & Sub Urban - Inferno [Bella Poarch] [Post #3],Wonder,Cor,130964
2287 | WMA ADS | AK | SARA KAYS | SARA KAYS AND CAVETOWN | PO66988 | INT | Video Views20210810161527,117,210,130974
2021 Silk Sonic -Skate boost,The Book,The Books,130984
Silk Sonic - Skate 08/2021,210,210,130994
Warner Boost - Ed Sheeran Bad Habits Game,Bad Habits,Ed Sheeran,131004
"Robin Kadir - Sanka feat. Jireel, Macky, A36",SANKA,Robin Kadir,131014
[UK] WrWW - Silk Sonic - Skate [Phase 1] - R - 0062L00000VPBmeQAH,Sirkus,Pasa,131024
[GSA] WrWW - Silk Sonic - Skate [Phase 1] - R - 0062L00000VPBmeQAH,Pass,MEAN,131034
[UK] Warner Global: Silk Sonic - Skate (FB/IG/IGS) [Phase 1],Sonia,Iwan,131074
[UK] Warner Global: Silk Sonic - Skate Phase 1,Opal,Soen,131075
Warner Music Canada: Various Artists - TikTok Songs Playlist [Rico Nasty],Ok Ok,Various Artists,131084
Warner Records: PRETTYMUCH - Trust [Boosted],Trust,PRETTYMUCH,131094
[France] Warner Global: Jack Harlow - SUVs,RAIN,Jack Harlow,131104
[Germany] Warner Global: Jack Harlow - SUVs (Boosted Post #2),Step,Low,131114
[Germany - Boosted] WrWW - Jack Harlow - SUV [FB/IG/IGS] (Phase 2) - R - 0062L00000VPNW3QAP,RAIN,Jack Harlow,131115
Smiley Over The Top,Over The Top,Smiley,131124
WM - Colinho | Traffic 10.08.21,LI,LINA,131134
[Turkey] Warner Global: Minelli - Rampampam (TT),Rampampam,Minelli,131145
[Turkey] Warner Global: Minelli - Rampampam [Views],Rampampam,Minelli,131154
[Turkey - VV] WrWW - Minelli - Minelli - Rampampam - R - 0062L00000VfzitQAB,Rampampam,Minelli,131155
Danny Ocean - Apartamento - Conversions,Apartamento,Danny Ocean,131164
Warner Records: Bella Poarch & Sub Urban - Inferno [Bella Poarch] [Post #4],War,WAR,131184
Leo Rizzi - Amapolas - SGL - AGOS 2021,Amapolas,Leo Rizzi,131194
Bella Poarch - Inferno - teaser,Pokac,Pokac,131204
Dua Lipa - Love Again - postaus,Love Again,Dua Lipa,131214
Lizzo - Rumors - postaus,Rumors,Lizzo,131224
2021 Surf Curse - Freaks,Freaks,Surf Curse,131234
Pyrythekid - Kid 2 - teaser1,Aid Kid,Aid Kid,131244
2021 David Guetta - If You Really Love Me WTO Dance XL,How To Love,ALLY,131254
Nessa Barrett - i hope ur miserable until ur dead_TikTok_In-Feed Ad_clicks,i hope ur miserable until ur dead,Nessa Barrett,131264
2292 | WMA ADS | AK | NESSA BARRETT | IHYMUYD VIDEO | INT | Video Views20210812120345,10,Etta,131274
Pyry - Albumi - Teaser2,Bawumia,Cabum,131284
Pyry - Albumi - outnow,To Know,RY X,131294
2021 Jack Harlow - SUVs S Flying Steps,Step,Low,131304
Warner Music Canada: Various Artists - TikTok Songs Playlist [Surf Curse],Ok Ok,Various Artists,131314
Warner Records: Bryce Vine - Miss You a Little [TikTok Boosted],Miss You A Little,Bryce Vine,131324
Warner Nashville: Boosted TikTok Content (Walker County),War,War,131354
Warner Nashville: Boosted TikTok Content (Shy Carter),Clones,Ash,131364
LizzoCardiB_Rumors_13.08-17.08.2021,Rumors,Lizzo,131374
Lizzo - Rumors feat. Cardi B,Rumors,Lizzo,131394
Leto - MCJ Ep1. - Boost depuis WMF - 500€ - Reach - 130821,Bop,CJ,131404
Bella Poarch - Inferno,Pokac,Pokac,131414
Warner Boost - Lizzo - Rumors feat. Cardi B,Rumors,Lizzo,131424
Dotter - Jealous - Boost Dotter Out Now,Jealous,Dotter,131434
Lizzo - Rumors_TikTok_In-Feed Ad_awareness,Rumors,Lizzo,131444
Carlos Dante - Single Cousteau - Boost depuis WMF - 500€ - Reach - 130821,Cousteau,Carlos Dante,131454
Dotter - Jealous - Boost Dotter Out Now - Hela musikvideon,Jealous,Dotter,131464
Spennjamin_FUP_13.08-24.08.2021,210,210,131474
Joel Corry - Out Out_TikTok_In-Feed Ad_awareness,Outro,Cor,131484
Tiesto - Dont Be Shy,Ties,DEON,131494
Tiesto - Don't Be Shy_TikTok_In-Feed Ad_awareness,Don't Let Go,ReN,131504
Joel Corry - Out Out,Outro,Cor,131514
Tiësto feat. Karol G. - Don’t Be Shy,Fat Beat,Tiësto,131524
2021 Omah Lay - Understand,Understand,Omah Lay,131534
A36 - Motorola - Boost A36 Musikvideo Ute nu,Motorola,A36,131544
Surf Curse Music Video,Sufis,Curse,131554
Amapolas clickable sound,Sonder,Polar,131564
Slopes - Tears_TikTok_Promoted Post_clicks,Tears,Slopes,131574
HI - LVW - Goodboys - Bongo Cha Cha Cha (single) -NLPO:(Credits),Bongo Cha Cha Cha,Goodboys,131584
HI - LVW - Goodboys - Bongo Cha Cha Cha (single) -BEPO:(Credits),Bongo Cha Cha Cha,Goodboys,131594
Angesagt!_Budget Klabunde_Acoustic Session Maisie Peters Psycho_TikTok_Promoted Post_clicks,Psycho,Maisie Peters,131604
Atln: Tiesto - Don't Be Shy [TikTok],Ties,DEON,131614
"Warner Music Canada: IKKY, NseeB - Say My Name EP [Canada]",The MUSIC BAND,War,131624
Cherrie - Där jag borde vara - Boost Cherrie,Cherry,Cherry,131634
Warner Music Australia - Lizzo - Rumors (feat. Cardi B),Rumors,Lizzo,131644
Ocevne - Dans la sauce - 500€ - Boost depuis WMF - 130821 - Reach,Dans la sauce,Ocevne,131654
Amir x Sia - 1+1 - BDC - Boost depuis @juniorjmss - 1k€ - 130821 - Trafic,1+1,Sia,131664
Joel Corry - Out Out - 500€ - Boost depuis WMF - 130821 - Reach,Outro,Cor,131674
Tiesto - Don't be shy - 500€ - Boost depuis WMF - 130821 - Reach,Don't Stop,Tiësto,131684
"Tiago PZK, Lit Killah - Entre Nosotros - Traffic",Entre Nosotros,"Tiago PZK, LIT killah",131694
Lizzo - Rumors - 500€ - Boost depuis WMF - 130821 - Reach,Rumors,Lizzo,131704
Warner Records: Bella Poarch & Sub Urban - Inferno [Bella Poarch] [TikTok],War,WAR,131724
Warner Records: Mallory Merk - Counting Parts EP,War,WAR,131734
Warner Records: Bella Poarch & Sub Urban - Inferno [Sub Urban] [TikTok],War,War,131744
Warner Music Canada: Lizzo - Rumors (feat. Cardi B) [TikTok],Rumors,Lizzo,131754
Warner Records: Carlie Hanson - Off My Neck [Dark Ads],Off My Neck,Carlie Hanson,131764
Warner Music Canada: Joel Corry - Out Out [Joel Corry's page],Outro,Cor,131774
Warner Music Canada: Joel Corry - Down Down [Joel Corry's page],The MUSIC BAND,WAR,131776
Warner Music Canada: dvsn - I Believed It [Apple Music],For Us,dvsn,131784
[Taby - Flautinha Maluca] Traffic 13.08.21,Flautinha Maluca,Taby,131794
Big Beat Records: Joel Corry x Jax Jones - Out Out [Saweetie] [TikTok],OUT OUT,Joel Corry x Jax Jones,131804
Big Beat Records: Joel Corry x Jax Jones - Out Out [Charli XCX] [TikTok],OUT OUT,Joel Corry x Jax Jones,131814
Big Beat Records: Joel Corry x Jax Jones - Out Out [Joel Corry] [TikTok],OUT OUT,Joel Corry x Jax Jones,131815
MC Branquinha - Eu Rebolo Sim | Traffic 13.08.21,Bolo,RA,131824
Atlantic Records: Mia Rodriguez - Billion Dollar Bitch - Release,Billion Dollar Bitch,Mia Rodriguez,131834
"CL, TikTok, Reach, Vesta Lugg, 1000 USD, Ago 2021",10,Etta,131844
Ed Sheeran - Angesagt - Engagement,Vega,RA,131854
Ed Sheeran - SDT - Engagement,Vega,RA,131864
Bella Poarch - Inferno - SGL - Agos 2021,Go,Harc,131874
Nessa Barrett - hope you're miserable,i hope ur miserable until ur dead,Nessa Barrett,131884
JQ Loco - PH & CH,Coco,QLF,131894
HI - IM&PB - Bazzi - I Like That - NL:PO(Credits),I Like That,Bazzi,131904
HI - IM&PB - Bazzi - I Like That - BE:PO(Credits),I Like That,Bazzi,131914
JQ Loco - Italy Clickable Sound,Loop,Sound,131924
Sub Urban x Bella Poarch - Inferno - Boost Bella Poarch - Music Video Out Now,INFERNO,Sub Urban & Bella Poarch,131934
Sub Urban x Bella Poarch - Inferno - Boost Sub Urban - Music Video Out Now,INFERNO,Sub Urban & Bella Poarch,131944
Absolute Christmas 2021 - AUGUSTI,Polte,Chisu,131954
2021 Bella Poarch & Sub Urban - INFERNO,Pokac,Pokac,131964
2021 Clean Bandit & Topic - Drive (feat. Wes Nelson),Drive,Clean Bandit x Topic,131974
Warner Music Canada: Majid Jordan - Waves of Blue [Apple Music Streaming Lift],Waves of Blue,Majid Jordan,131984
Ed Sheeran - Bad Habits | Traffic Fase 2 18.08.21,Bad Habits,Ed Sheeran,131994
Sony Music Canada: Spill Tab - Indecisive (ft. Tommy Genesis) [TikTok],Wind,Tommy,132004
[France] Warner Global: Galantis - Heartbreak Anthem [Phase 3] [Clicks],Heartbreak Anthem,Galantis,132014
[Poland] Warner Global: Galantis - Heartbreak Anthem [Phase 3] [Clicks],Heartbreak Anthem,Galantis,132024
[Italy] Warner Global: Galantis - Heartbreak Anthem [Phase 3] [Clicks],Heartbreak Anthem,Galantis,132034
Warner Music Australia: Erica Banks - Toot That [AU Remix],Toot That,Erica Banks,132044
Warner Records: Madeline the Person - August ft. Adam Melchor,August,Madeline The Person,132054
Jack Harlow HHDX rise of - Engagement,ICE,Jack Harlow,132064
WrRE: Warren Zieders - Artist Development - P1 [TikTok],War,War,132074
[Australia] Warner Music Global: Silk Sonic - Skate (FB/IG/IGS + TT) [Phase 2],Single,Ali,132084
[Australia] Warner Music Global: Silk Sonic - Skate [Phase 2],Single,Ali,132085
[France] Warner Music Global: Silk Sonic - Skate [Phase 2],Us,Grace,132094
[France] Warner Music Global: Silk Sonic - Skate (FB/IG/IGS + TT) [Phase 2],Us,Grace,132095
[France] WrWW - Silk Sonic - Skate  [Phase 2] - P2 - R - 0062L00000VGYvHQAX,Fancy,Fancy,132100
[Netherlands] Warner Music Global: Silk Sonic - Skate [Phase 2],The MUSIC BAND,War,132104
[Netherlands] Warner Music Global: Silk Sonic - Skate (FB/IG/IGS + TT) [Phase 2],The MUSIC BAND,WAR,132106
[Netherlands] WrWW - Silk Sonic - Skate [Phase 2] - P2 - R - 0062L00000VGYvHQAX,Neverland,E The,132108
[Sweden] Warner Music Global: Silk Sonic - Skate (FB/IG/IGS + TT) [Phase 2],The MUSIC BAND,WAR,132114
[Sweden] Warner Music Global: Silk Sonic - Skate [Phase 2],The MUSIC BAND,War,132115
[Norway] Warner Music Global: Silk Sonic - Skate (FB/IG/IGS + TT) [Phase 2],War,War,132124
[Norway] Warner Music Global: Silk Sonic - Skate [Phase 2],War,War,132125
[Mexico] Warner Music Global: Silk Sonic - Skate [Phase 2],The MUSIC BAND,WAR,132134
[Peru] Warner Music Global: Silk Sonic - Skate [Phase 2],The MUSIC BAND,War,132144
Ava Max - Everytime I Cry - Infeed - Traffic,Every Time I Cry,Ava Max,132154
Traffic20210819194740,210,210,132164
HI - TV - Top40 - Spotify Charts Scraper,CRACKER,Cracker,132174
Warner Music Canada: Skrillex - Don't Go (Feat. Justin Bieber & Don Toliver) [Skrillex's Page],Don’t Go,Skrillex,132204
Warner Music Canada: Skrillex - Don't Go (Feat. Justin Bieber & Don Toliver) [Justin Bieber's Page],Don’t Go,Skrillex,132214
Justin Quiles - La Ultima Promesa - La Botella,La Botella,"Justin Quiles, Maluma",132224
[ENDED] WMAS: Topsify - USA 2021 [Pop Royalty - Phase 2],End,Cende,132234
[ENDED] WEA: Topsify - USA 2021 [Pop Royalty - Phase 2],End,Cende,132235
[Pop Royalty - PHASE 2] WEA - [USA] Topsify 2021 - R - 0062L00000UEHsiQAH,Sweat,TY,132237
WMAS: Topsify - USA 2021 [Pop Royalty - Phase 2],Episode 2,Topsify,132240
Warner Music Group: Various Artists - UGC Creative Test [Nessa Barrett],War,War,132244
Warner Music Group: Various Artists - UGC Creative Test [Dan + Shay],Stay,Various Artists,132254
Warner Music Group: Various Artists - UGC Creative Test [Morgan Evans],Wonder,Various Artists,132264
Warner Music Group: Various Artists - UGC Creative Test [Ed Sheeran],Non Music,Ed Sheeran,132274
Warner Records: dvsn - Cheers To The Best Memories,Ecco,MEM,132284
Warner Music Group: Various Artists - UGC Creative Test [Jack Harlow],Jam,Various Artists,132294
Warner Music Group: Various Artists - UGC Creative Test [Enisa],Wonder,Various Artists,132304
Warner Music Group: Various Artists - UGC Creative Test [Galantis] [Ireland],Wonder,Various Artists,132314
Warner Music Group: Various Artists - UGC Creative Test [Roddy Ricch] [South Africa],Africa,Various Artists,132324
Warner Music Group: Various Artists - UGC Creative Test [Goodboys] [Italy],War,TAL,132334
Atlantic Records: Kodak Black - Before I Go (Feat. Rod Wave),Before I Go (feat. Rod Wave),Kodak Black,132354
[Portugal] Warner Music Global: Silk Sonic - Skate [Phase 2],The MUSIC BAND,War,132364
[Chile] Warner Music Global: Silk Sonic - Skate [Phase 2],The MUSIC BAND,WAR,132374
Atlantic Records: Sonny Digital - TikTok Follower Growth [Work],Work,Sonny Digital,132384
Atlantic Records: Sonny Digital - TikTok Follower Growth [Work] - 0062L00000VGbbrQAD - [USA] views objective,Work,Sonny Digital,132385
David Guetta - NBTB (video views) [CE],Memories,David Guetta,132394
Warner Music Canada: Wale - Angles (ft. Chris Brown) [RE-SPEND]  - 0062L00000VGoLsQAL - [Canada],Angles,Wale,132404
Warner Music Canada: Wale - Angles (ft. Chris Brown) [RE-SPEND],Angles,Wale,132405
Warner Australia: Maisie Peters - You Signed Up For This [Album] [TikTok Boosted Post],You Signed Up For This,Maisie Peters,132414
[Mexico] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,WAR,132434
[Mexico - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Time,ATB,132440
[Colombia] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,KARI,132444
[Colombia - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Time,ATB,132453
[Spain - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Don't Care,Pain,132454
[Spain] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],Don't Care,Pain,132455
[United Kingdom - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Ties,DEON,132464
[UK] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks,Ties,DEON,132465
[Brazil] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,WAR,132474
[Brazil - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Brain,Brain,132478
[Germany - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Ties,DEON,132484
[Germany] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,WAR,132485
[Chile] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,WAR,132494
[Chile - MV] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Time,ATB,132501
[Mexico - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Ties,DEON,132504
[Colombia] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],War,WAR,132514
[Colombia - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Time,ATB,132522
[Spain - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Don't Care,Pain,132524
[Spain] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],Don't Care,Pain,132525
[United Kingdom - Boosted]WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,ING,APRO,132534
[UK] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],War,War,132535
[Brazil - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Bolo,RA,132544
[Brazil] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],Bolo,RA,132545
[Germany] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],War,WAR,132554
[Germany - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Don't Be So Shy,Imany,132559
[Chile] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],War,WAR,132564
[Chile - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Time,ATB,132571
Atlantic Records: Ella Henderson - Risk It All,End,Cende,132574
Warner Music Group: Various Artists - UGC Creative Test [Saweetie],Tip Toes,Saweetie,132584
Warner Music Group: Various Artists - UGC Creative Test [Bella Poarch],Wonder,Various Artists,132594
Warner Nashville: Boosted TikTok Content (Shy Carter 2),Clones,Ash,132604
Oliver Tree,What You Want,Oliver Tree,132624
2021 Anne-Marie - Kiss My (Uh Oh),2002,Anne-Marie,132634
Warner Music SEE: Polina - Faena [Hungary],Faena,POLINA,132644
Warner Music SEE: Polina - Faena [Romania],Faena,POLINA,132654
Warner Music SEE: Hoàng Read - The Magic Bomb [Hungary],The Magic Bomb,Hoàng Read,132674
Warner Music SEE: Hoàng Read - The Magic Bomb [Romania],The Magic Bomb,Hoàng Read,132684
[Australia] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132694
[Denmark] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132704
[Norway] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132714
[Sweden] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132724
[UK] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132734
[Germany] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132744
[Canada] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,132754
[Canada] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,132755
[Australia] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132764
[Denmark] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132774
[Norway] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132784
[Sweden] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132794
[Sweden] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1 (Dark Ad),Don’t Go,Skrillex,132795
[UK] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132804
[Germany] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132814
[Canada] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,132824
Warner Records: Griff - One Night,One Night,Griff,132834
Warner Music SEE: Alok - It Don't Matter with Sofi Tukker & Inna [Single] - Hungary [Boosted],OK,INNA,132844
WrSE - Alok - It Don't Matter with Sofi Tukker & Inna - P1 - R - 0062L00000VGzIzQAL - Romania,OK,INNA,132854
Warner Music SEE: Alok - It Don't Matter with Sofi Tukker & Inna [Single] - Romania [Boosted],OK,Inna,132855
Big Beat Records: Joel Corry x Jax Jones - Out Out [Joel Corry] [TikTok] [Phase 2],OUT OUT,Joel Corry x Jax Jones,132864
Atlantic: Kranium - Life of the Party [TikTok],Life of The Party,Kranium,132874
WrCa - Meek Mill -Sharing Location ft. Lil Baby and Lil Durk  - R - 0062L00000VPHfxQAH,Sharing Locations,Meek Mill,132885
Warner Music Canada: HONNE - Coming Home (ft. NIKI),COMING HOME,HONNE,132894
Anne Marie & Little Mix - Kiss My (Uh Oh) - Phase 2_TikTok_In-Feed Ad_awareness,Kiss My (Uh Oh),Anne-Marie x Little Mix,132904
Warner Music Australia: Tion Wayne - Wid It (feat. Arrdee),LI,LINA,132914
[Germany] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Dark Ads],RAIN,Jack Harlow,132924
[Australia] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Dark Ads],RAIN,Jack Harlow,132934
[Australia - MV] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,RAIN,Jack Harlow,132935
[Netherlands - MV] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,RAIN,Jack Harlow,132944
[Netherlands] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Dark Ads],RAIN,Jack Harlow,132945
[Germany] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Post],Step,Low,132954
[Australia] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Posts],Step,Low,132964
[Australia] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Post],Step,Low,132965
[France - Boosted] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,Step,Low,132974
[France] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Posts],RAIN,Jack Harlow,132976
[France] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Post],Bolo,RA,132977
[Netherlands - Boosted] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,Step,Low,132984
[Netherlands] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Post],Step,Low,132985
[Netherlands] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Posts],RAIN,Jack Harlow,132987
[France - MV] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,RAIN,Jack Harlow,132994
[France] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Dark Ads],RAIN,Jack Harlow,132995
[Canada] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Dark Ads],War,WAR,133004
[Canada - MV] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,Nomad,ARLO,133013
[Canada] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Post],Step,Low,133014
[Netherlands] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks] [Portion 1],Ties,Portion,133024
[Netherlands] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,War,133028
[Norway] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Dark Ads: Clicks],War,WAR,133034
[Netherlands] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],War,WAR,133044
[Netherlands - Boosted] WrWW - Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] - P1 - R - 0062L00000VH21ZQAT,Neverland,E The,133050
[Norway] Warner Music Global: Tiesto - Don't Be Shy ft. Karol G [Pre-GPS] [Boosted Post],War,WAR,133054
[Netherlands] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,133064
[Netherlands] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1 (Dark Ad),Don’t Go,Skrillex,133065
[Netherlands] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,133074
[Netherlands] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133075
Warner Music Group: Various Artists - UGC Creative Test [Shy Carter],War,War,133084
Absolute Christmas 2021 - SEPTEMBER - Memes,Septembre,Septembre,133104
Absolute Christmas 2021 - SEPTEMBER - Tomten surfar,Septembre,Septembre,133114
Warner Music Canada: OhGeesy - Geezyworld,The MUSIC BAND,WAR,133124
WrAu - Kedus - Sunset Dream [Reheat] - P2 - R - 0062L00000VH8LkQAL,Sunset Dream,Kedus,133134
Warner Music Australia: Kedus - Sunset Dream [Reheat],Sunset Dream,Kedus,133135
V2374 | WMA ADS | MA | FLEETWOOD MAC | JACK GRAY COVER | CREDITS | ideo Views20210902132545,I Do,Fleetwood Mac,133144
2376 | WMA ADS | MA | FLO RIDA | LOW TREND | CREDITS | INT | Video Views20210902140621,Low,Flo Rida,133154
2378 | WMA ADS | AK | DUA LIPA | LOVE AGAIN | CREDITS | INT | Video Views20210902164154,Love Again,Dua Lipa,133164
Joel Corry Out Out - Pre-GPS 1 + 2,Outro,Cor,133174
Griff - One Night_TikTok_In-Feed Ad_clicks,One Night,Griff,133184
[United Kingdom - Boosted] WrWW - Jack Harlow - SUVs (Phase 2) - P2 - R - 0062L00000VGx9MQAT,Step,Low,133194
[UK] Warner Music Global: Jack Harlow - SUVs (Phase 2) [Boosted Post],Step,Low,133195
Warner Music Canada: Griff - One Night,One Night,Griff,133204
Warner Music Canada: Anne-Marie - Our Song (feat. Niall Horan),Our Song,Anne-Marie,133215
Atlantic Records: daine - SALT (feat. Oli Sykes) [TikTok - Music Video],SALT,daine,133224
Warner Music Australia: Iron Maiden - Senjutsu,Senjutsu,Iron Maiden,133234
WrAu - Iron Maiden - Senjutsu - P1 - R - 0062L00000VGbRDQA1,Senjutsu,Iron Maiden,133235
WrAu: Griff - One Night,One Night,Griff,133244
WrCa: Serena Ryder - Better Now [UK],Better Now,Serena Ryder,133254
WrCa: Serena Ryder - Used To You [UK],Used to You,Serena Ryder,133255
WrCa: Serena Ryder - Better Now [US],Better Now,Serena Ryder,133264
WrCa: Serena Ryder - Used To You [US],Used to You,Serena Ryder,133265
WrCa: Serena Ryder - Used To You [CA],Used to You,Serena Ryder,133274
WrCa: Serena Ryder - Better Now [CA],Better Now,Serena Ryder,133275
2486 | WMA ADS | TS | Client Liaison | TikTok Boosts | Video Views20210903163241,210,210,133284
Topsify_Pamela Reif_Infeed_Traffic,Camela,Camela,133294
Topsify_Weihnachtshits_Infeed_Traffic,Hong,RA,133304
HI - VV/LW - David Guetta - Biggest hits - NL:PO(adcredits),Get Up,David Guetta,133314
